エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
加賀エリア	法師旅館	2025/08/15	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	友人・親戚を訪ねる	自家用車	自家用車			30,000円以上 40,000円未満	3,000円以上 5,000円未満	5,000円以上 10,000円未満	初めて	新聞・雑誌・ガイドブック, インターネット・アプリ	選択なし/該当施設なし	小松空港	選択なし／該当施設なし		10,000円以上 20,000円未満	とても満足	食事が良かった	とても満足	雰囲気が最高	感じた	広すぎて不安になった	9	温泉が良かった。体がなかなか冷めなかった。	また行きたい（1年以内）	美味しい食事、伝統工芸品のお土産が豊富な所がいい	男	1971	群馬県	前橋市	500万円以上 600万円未満	景品が当たる	とても満足	10	観光地ではあるが外国人は少なくゆっくり出来る
加賀エリア	トレインパーク白山	2025/08/15	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	自家用車	自家用車	満足	駐車場が混んで無い	使わない	10,000円以上 20,000円未満	5,000円以上 10,000円未満	2～5回目	インターネット・アプリ	選択なし/該当施設なし	白山トレインパーク	選択なし／該当施設なし		5,000円以上 10,000円未満	満足	子供とともに楽しめた	満足	楽しめた	感じなかった		6		どちらともいえない	特になし	男	1984	愛知県	名古屋市天白区	600万円以上 700万円未満	景品が当たる	満足	7	
加賀エリア	トレインパーク白山	2025/08/15	同意する	3泊	3泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	友人・親戚を訪ねる	自家用車	自家用車			使わない	5,000円以上 10,000円未満	30,000円以上 40,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円未満	満足		とても満足		感じた	臨時駐車場か遠い	8		また行きたい（1年以内）	特になし	男	1979	東京都	江戸川区	1,000万円以上 1,200万円未満	景品が当たる	満足	8	
加賀エリア	小松空港	2025/08/15	同意する	4泊以上	3泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	福井県	職場の同僚	温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）	飛行機	レンタカー	満足	効率的に観光できるから	30,000円以上 40,000円未満	20,000円以上 30,000円未満	50,000円以上 100,000円未満	6～10回目	新聞・雑誌・ガイドブック, インターネット・アプリ	那谷寺		選択なし／該当施設なし	白山比咩神社	1,000円以上 3,000円未満	満足	表参道の景色が良かった	不満	裏入口からの参拝者が多い	感じなかった		8	飲食が弱いと思う	機会があれば行きたい	和倉温泉が好きなので、能登の1日でも早い復興を望みます。	男	1968	福岡県	福岡市	1,000万円以上 1,200万円未満	景品が当たる	満足	8	七尾の寿司　美味しい
加賀エリア	法師旅館	2025/08/15	同意する	4泊以上	4泊以上	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる, 名所、旧跡の観光, 各種体験（手作り、果物狩りなど）	新幹線	在来線	満足	速いし、便利です、Suicaも使えます。	30,000円以上 40,000円未満	40,000円以上 50,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし	金沢市、能登、白川郷	那谷寺		20,000円以上 30,000円未満	満足		とても満足	庭はとても綺麗、部屋も広い	感じた	庭で履いている下駄が少し滑りやすく、庭を歩くときに転びそうで少し心配です。	10		機会があれば行きたい	有名な飲食店の中には予約を受け付けておらず、当日並んでも入れない場合があります。せっかく旅行で来ているのに、1時間も並んだ挙げ句、結局食べられないこともあります（特に「三幸」というお店）。	女	1997	東京都	中野区	300万円以上 400万円未満	景品が当たる, 石川県の雑学を知りたい	満足	7	
加賀エリア	日本自動車博物館	2025/08/15	同意する	1泊	石川県内には宿泊しない	石川県内には宿泊しない	福井県	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	自家用車	自家用車			使わない	1,000円以上 3,000円未満	3,000円以上 5,000円未満	初めて	観光連盟やDMOのHP, インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	とても満足	トイレが面白かった	とても満足	車の台数が多かった	感じた	どこを見たかわからなくなった	10		また行きたい（1年以内）	特になし	女	1974	愛知県	岩倉市	600万円以上 700万円未満	景品が当たる	とても満足	10	自動車博物館
加賀エリア	九谷セラミック・ラボラトリー（CERABO KUTANI）	2025/08/16	同意する	4泊以上	4泊以上	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	小学生以下連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）, 出張など仕事関係	レンタカー, 新幹線	レンタカー	満足	一本で来られたので	10,000円以上 20,000円未満	50,000円以上 100,000円未満	50,000円以上 100,000円未満	初めて	Instagram, 友人・知人	選択なし/該当施設なし	苔の里	選択なし／該当施設なし	イヴェールボスケ	3,000円以上 5,000円未満	満足		どちらでもない		感じなかった		6	先生によって体験の差があると感じた	機会があれば行きたい	特になし	女	1980	東京都	品川区	1,500万円以上	施設の方に勧められた	満足	8	食べ物美味しい
加賀エリア	トレインパーク白山	2025/08/16	同意する	3泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	山梨県	夫婦2人	地元の美味しいものを食べる, まちあるき、都市散策	自家用車	自家用車			20,000円以上 30,000円未満	10,000円以上 20,000円未満	20,000円以上 30,000円未満	初めて	観光展・物産展, 新聞・雑誌・ガイドブック, インターネット・アプリ	選択なし/該当施設なし		石川県立航空プラザ		3,000円以上 5,000円未満	満足		満足	新幹線が間近で見れて感激した	感じた	駐車場が満車で金城大学からの徒歩がきつかった	8		また行きたい（1年以内）	特になし	女	1980	千葉県	浦安市	1,200万円以上 1,500万円未満	ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい	とても満足	10	美味しいご飯と自然と見学できる施設の多さ
加賀エリア	小松空港	2025/08/16	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, 各種体験（手作り、果物狩りなど）	飛行機	タクシー, 在来線	満足		5,000円以上 10,000円未満	10,000円以上 20,000円未満	5,000円以上 10,000円未満	初めて	Instagram	ゆのくにの森		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足		感じなかった		5		機会があれば行きたい	クエ鍋	女	2003	東京都	目黒区	1,500万円以上	景品が当たる	満足	8	
加賀エリア	小松空港	2025/08/16	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる	飛行機	タクシー, 在来線	満足		10,000円以上 20,000円未満	20,000円以上 30,000円未満	5,000円以上 10,000円未満	初めて	観光パンフレット・ポスター, Instagram	ゆのくにの森		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足		感じなかった		6		機会があれば行きたい	クエ鍋	男	2002	神奈川県	相模原市	1,500万円以上	景品が当たる	満足	8	
加賀エリア	小松空港	2025/08/16	同意する	3泊	3泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 友人・親戚を訪ねる	飛行機	路線バス	とても満足	小松駅に宿泊しましたが、バスで20分以内と比較的近くて移動疲れもなく満足です。	30,000円以上 40,000円未満	50,000円以上 100,000円未満	50,000円以上 100,000円未満	11回目以上	観光展・物産展, インターネット・アプリ, X(旧：Twitter)	那谷寺		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足		感じた	もう少し搭乗口前の待合にコンセントがあると助かります	8		また行きたい（1年以内）	小学生高学年、中学生が楽しめるものがあるとさらに良い。サイエンスこまつは低学年向けだと感じた	女	1994	福岡県	福岡市	300万円以上 400万円未満	景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい	とても満足	10	那谷寺！
加賀エリア	トレインパーク白山	2025/08/16	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	自家用車	自家用車			使わない	3,000円以上 5,000円未満	5,000円以上 10,000円未満	2～5回目	インターネット・アプリ	選択なし/該当施設なし	トレインパーク白山	選択なし／該当施設なし		3,000円以上 5,000円未満	満足	トレインパーク白山楽しかった	満足	こどもの遊び場が充実していて車両基地など普段入れないような貴重な見学ができた	感じた	乗り降りの送迎ができず駐車場に入らされたのに17:00には閉め出されるところ	7	トレインパーク白山でたくさん遊べて良かった	機会があれば行きたい	石川の名産物とトレインパーク白山の名物を兼ねたお土産があればいい	女	1994	神奈川県	川崎市	700万円以上 800万円未満	景品が当たる	満足	8	
加賀エリア	トレインパーク白山	2025/08/17	同意する	4泊以上	4泊以上	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	帰省	自家用車	自家用車			使わない	50,000円以上 100,000円未満	20,000円以上 30,000円未満	初めて	観光パンフレット・ポスター	選択なし/該当施設なし		選択なし／該当施設なし		3,000円以上 5,000円未満	どちらでもない		どちらでもない		感じた	事前予約よりも早く到着してしまったため、入るまで時間ロスがあった。	5		また行きたい（1年以内）	特になし	女	1985	埼玉県	狭山市	1,000万円以上 1,200万円未満	なんとなく	満足	9	
加賀エリア	小松空港	2025/08/17	同意する	2泊	2泊	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	石川県外には泊まらない	友人	地元の美味しいものを食べる, まちあるき、都市散策, ドライブ・ツーリング	飛行機	自家用車			20,000円以上 30,000円未満	20,000円以上 30,000円未満	30,000円以上 40,000円未満	初めて	インターネット・アプリ	石川県立航空プラザ		選択なし／該当施設なし		使わない	満足		満足		感じなかった		3		また行きたい（1年以内）	個人の求めるに多面的に答える要素が多い。食、風情、人柄、など多くの面で	女	1987	神奈川県	秦野市	400万円以上 500万円未満	ARでひゃくまんさんと写真が撮りたかった, 動く３Dひゃくまんさんを見たい	とても満足	9	能登を訪ね今の姿とともに魅力を感じてもらいたい
加賀エリア	那谷寺	2025/08/18	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	名所、旧跡の観光	県外から訪れていない（石川県内在住）	自家用車			使わない	1,000円以上 3,000円未満	1,000円以上 3,000円未満	2～5回目	友人・知人	選択なし/該当施設なし		選択なし／該当施設なし	山中温泉	1,000円以上 3,000円未満	満足		満足		感じた	本殿から三重塔、展望台に行く道の案内が分かりにくい。	8		石川県在住	特になし	男	1968	石川県	金沢市	400万円以上 500万円未満	景品が当たる, なんとなく	とても満足	10	
